Age,Weight,Breed,Gender,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease
8.0,4.5,Maine Coon,Male,increased thirst,lethargy,loss of appetite,weight loss,2,yes,no,no,no,no,no,no,no,no,38.8,171,chronic kidney disease
6.0,5.3,Bengal,Male,diarrhea,lethargy,vomiting,none,3,no,yes,yes,no,no,no,no,no,no,38.7,176,chronic kidney disease
14.0,6.5,Siamese,Female,hair loss,itching,red skin,none,3,no,no,no,no,no,no,yes,no,no,38.3,167,skin allergy
7.0,6.6,Siamese,Female,diarrhea,lethargy,nasal discharge,pale gums,1,no,no,yes,no,no,no,no,yes,no,38.4,167,anemia
14.0,3.5,Siamese,Female,dry gums,lethargy,none,none,1,no,no,no,no,no,no,no,no,no,38.1,198,chronic kidney disease
2.0,4.4,Indian Domestic,Male,bloated abdomen,increased thirst,lethargy,loss of appetite,2,yes,yes,no,no,no,no,no,no,no,38.8,193,chronic kidney disease
8.0,6.6,Maine Coon,Male,weight loss,none,none,none,2,no,no,no,no,no,no,no,no,no,38.5,181,worm infestation
4.0,5.5,Bengal,Male,lethargy,pale gums,weakness,weight loss,4,no,no,no,no,no,no,no,no,no,38.8,175,anemia
2.0,6.5,Siamese,Female,diarrhea,fever,itching,red skin,3,no,yes,yes,no,no,no,yes,no,no,39.5,202,feline panleukopenia
4.0,3.2,Maine Coon,Female,lethargy,vomiting,none,none,3,no,yes,no,no,no,no,no,no,no,38.8,164,feline panleukopenia
12.0,6.5,Siamese,Male,lethargy,sunken eyes,none,none,5,no,no,no,no,no,no,no,no,yes,38.5,168,dehydration
8.0,6.8,Persian,Male,dry gums,increased thirst,lethargy,sunken eyes,2,no,yes,no,no,no,no,no,no,yes,38.2,166,chronic kidney disease
11.0,5.7,Siamese,Male,bloated abdomen,diarrhea,lethargy,nasal discharge,3,no,no,yes,yes,no,no,no,yes,no,38.0,192,anemia
11.0,5.4,Maine Coon,Male,bloated abdomen,diarrhea,fever,increased thirst,3,no,no,yes,yes,no,no,no,yes,no,39.5,215,chronic kidney disease
6.0,4.4,Bengal,Female,lethargy,weakness,none,none,4,no,no,no,no,no,no,no,no,no,38.0,195,anemia
4.0,3.4,Maine Coon,Female,eye discharge,red eyes,none,none,3,no,no,no,no,no,no,no,no,yes,38.5,168,feline conjunctivitis
5.0,3.5,Indian Domestic,Male,lethargy,loss of appetite,pale gums,vomiting,2,yes,yes,no,no,no,no,no,no,no,38.4,179,anemia
1.0,3.6,Indian Domestic,Female,dry gums,itching,lethargy,pale gums,5,no,no,no,no,no,no,yes,no,no,38.9,196,anemia
14.0,5.5,Siamese,Male,fever,none,none,none,3,no,no,no,no,no,no,no,no,no,39.5,181,upper respiratory infection
14.0,4.9,Indian Domestic,Male,blood in urine,frequent urination,lethargy,pale gums,2,no,no,no,no,no,no,no,no,no,38.3,164,anemia
12.0,3.8,Indian Domestic,Female,lethargy,loss of appetite,vomiting,weight loss,3,yes,yes,no,no,no,no,no,no,no,38.6,185,chronic kidney disease
2.0,2.8,Siamese,Male,frequent urination,hair loss,itching,painful urination,4,no,no,no,no,no,no,yes,no,no,38.3,212,skin allergy
10.0,5.1,Maine Coon,Female,blood in urine,dry gums,frequent urination,lethargy,4,no,no,no,no,no,no,no,no,yes,38.6,183,anemia
13.0,5.1,Bengal,Female,fever,loss of appetite,sneezing,weakness,2,yes,no,no,yes,no,no,no,no,no,39.5,192,anemia
14.0,3.3,Bengal,Female,bloated abdomen,diarrhea,eye discharge,red eyes,3,no,no,yes,no,no,no,no,no,yes,38.0,179,feline conjunctivitis
12.0,5.7,Siamese,Male,bloated abdomen,blood in urine,diarrhea,eye discharge,2,no,no,yes,no,no,no,no,no,yes,38.8,185,feline conjunctivitis
12.0,7.0,Maine Coon,Female,blood in urine,dry gums,lethargy,painful urination,7,no,yes,no,no,no,no,no,no,no,38.4,165,dehydration
4.0,6.2,Bengal,Male,fever,itching,nasal discharge,none,3,no,no,no,no,no,no,yes,yes,no,39.5,227,skin allergy
9.0,4.5,Maine Coon,Male,eye discharge,red eyes,squinting,none,2,no,no,no,no,no,no,no,no,yes,38.2,198,feline conjunctivitis
6.0,3.1,Persian,Female,fever,none,none,none,1,no,no,no,no,no,no,no,no,no,39.5,205,upper respiratory infection
5.0,3.9,Siamese,Female,fever,hair loss,itching,lethargy,5,no,yes,no,no,no,no,yes,no,yes,39.5,214,dehydration
1.0,6.0,Indian Domestic,Female,diarrhea,fever,lethargy,nasal discharge,5,no,yes,yes,no,no,no,no,yes,no,39.5,206,feline panleukopenia
1.0,3.5,Siamese,Female,dry gums,lethargy,sunken eyes,none,5,no,no,no,no,no,no,no,no,yes,38.3,198,dehydration
8.0,7.0,Siamese,Male,frequent urination,nasal discharge,pale gums,none,3,no,no,no,no,no,no,no,yes,no,38.4,161,anemia
12.0,3.2,Bengal,Female,frequent urination,lethargy,loss of appetite,vomiting,2,yes,yes,no,no,no,no,no,no,no,38.5,195,feline panleukopenia
15.0,3.2,Indian Domestic,Male,diarrhea,eye discharge,fever,increased thirst,14,no,no,yes,no,no,no,no,no,yes,39.5,208,chronic kidney disease
10.0,4.0,Indian Domestic,Female,bloated abdomen,none,none,none,7,no,no,no,no,no,no,no,no,no,38.4,180,worm infestation
5.0,4.9,Bengal,Male,eye discharge,lethargy,red eyes,squinting,2,no,no,no,no,no,no,no,no,yes,38.5,189,feline conjunctivitis
13.0,4.9,Indian Domestic,Female,lethargy,pale gums,none,none,4,no,no,no,no,no,no,no,no,no,38.6,168,anemia
1.0,3.0,Indian Domestic,Male,squinting,none,none,none,2,no,no,no,no,no,no,no,no,no,38.2,197,feline conjunctivitis
2.0,5.4,Bengal,Male,blood in urine,fever,none,none,4,no,no,no,no,no,no,no,no,no,39.5,240,feline panleukopenia
11.0,2.7,Siamese,Female,diarrhea,fever,lethargy,loss of appetite,4,yes,yes,yes,no,no,no,no,no,no,39.5,226,feline panleukopenia
10.0,5.5,Maine Coon,Male,blood in urine,frequent urination,painful urination,weight loss,2,no,no,no,no,no,no,no,no,no,38.7,170,chronic kidney disease
11.0,5.3,Maine Coon,Female,hair loss,itching,painful urination,red skin,2,no,no,no,no,no,no,yes,no,no,38.4,168,skin allergy
10.0,6.5,Maine Coon,Male,dry gums,eye discharge,fever,lethargy,3,no,no,no,yes,no,no,no,yes,yes,39.5,218,dehydration
12.0,2.9,Indian Domestic,Male,diarrhea,fever,frequent urination,painful urination,4,no,yes,yes,no,no,no,no,no,no,39.5,208,feline panleukopenia
9.0,4.7,Persian,Male,lethargy,loss of appetite,squinting,vomiting,7,yes,yes,no,no,no,no,no,no,no,38.3,182,chronic kidney disease
15.0,2.6,Bengal,Female,diarrhea,fever,loss of appetite,vomiting,2,yes,yes,yes,no,no,no,no,no,no,39.5,215,feline panleukopenia
14.0,5.6,Siamese,Male,frequent urination,increased thirst,lethargy,painful urination,4,no,no,no,no,no,no,no,no,no,39.1,168,anemia
15.0,4.1,Persian,Female,eye discharge,fever,red eyes,sneezing,4,no,no,no,yes,no,no,no,no,yes,39.5,219,feline conjunctivitis
15.0,2.6,Siamese,Male,lethargy,loss of appetite,red eyes,squinting,3,yes,yes,no,no,no,no,no,no,yes,38.3,178,anemia
5.0,6.0,Maine Coon,Male,eye discharge,red eyes,squinting,none,5,no,no,no,no,no,no,no,no,yes,38.9,192,feline conjunctivitis
8.0,6.4,Maine Coon,Female,hair loss,itching,lethargy,pale gums,3,no,no,no,no,no,no,yes,no,no,38.5,169,anemia
2.0,3.3,Bengal,Female,increased thirst,lethargy,weight loss,none,3,no,no,no,no,no,no,no,no,no,38.3,200,chronic kidney disease
4.0,6.8,Indian Domestic,Male,hair loss,itching,lethargy,pale gums,5,no,no,no,no,no,no,yes,no,no,38.7,174,anemia
7.0,6.8,Persian,Male,fever,vomiting,none,none,3,no,yes,no,no,no,no,no,no,no,39.5,191,feline panleukopenia
7.0,3.2,Bengal,Male,fever,hair loss,itching,nasal discharge,4,no,no,no,yes,no,no,yes,yes,no,39.5,188,skin allergy
15.0,6.9,Siamese,Male,bloated abdomen,fever,nasal discharge,sneezing,5,no,no,no,yes,no,no,no,yes,no,39.5,212,upper respiratory infection
12.0,6.4,Maine Coon,Female,blood in urine,diarrhea,fever,frequent urination,10,no,yes,yes,no,no,no,no,no,no,39.5,190,feline panleukopenia
5.0,3.7,Siamese,Female,diarrhea,lethargy,pale gums,sunken eyes,4,no,yes,yes,no,no,no,no,no,yes,38.2,188,anemia
1.0,4.4,Bengal,Female,blood in urine,diarrhea,dry gums,fever,1,no,yes,yes,no,no,no,no,no,yes,39.5,236,dehydration
7.0,2.6,Persian,Female,dry gums,lethargy,pale gums,weakness,1,no,no,no,no,no,no,no,no,no,38.5,167,anemia
2.0,5.8,Persian,Female,hair loss,itching,lethargy,painful urination,10,no,no,no,no,no,no,yes,no,no,38.8,195,chronic kidney disease
2.0,6.6,Indian Domestic,Male,dry gums,eye discharge,fever,lethargy,2,no,no,no,yes,no,no,no,no,yes,39.5,218,dehydration
13.0,3.5,Persian,Female,dry gums,lethargy,loss of appetite,sunken eyes,3,yes,yes,no,no,no,no,no,no,yes,38.7,185,dehydration
7.0,2.8,Indian Domestic,Male,blood in urine,dry gums,frequent urination,lethargy,2,no,no,no,no,no,no,no,no,yes,37.9,177,dehydration
12.0,5.0,Maine Coon,Male,sunken eyes,none,none,none,3,no,no,no,no,no,no,no,no,yes,38.4,177,dehydration
4.0,2.5,Indian Domestic,Male,loss of appetite,vomiting,none,none,3,yes,yes,no,no,no,no,no,no,no,38.8,193,gastritis
12.0,5.9,Bengal,Female,blood in urine,painful urination,none,none,2,no,no,no,no,no,no,no,no,no,38.8,184,urinary tract infection
5.0,5.1,Maine Coon,Female,loss of appetite,none,none,none,3,yes,no,no,no,no,no,no,no,no,38.4,172,gastritis
5.0,6.8,Persian,Male,diarrhea,fever,nasal discharge,sneezing,1,no,no,yes,yes,no,no,no,yes,no,39.5,190,chronic kidney disease
6.0,5.5,Siamese,Female,lethargy,sunken eyes,none,none,4,no,no,no,no,no,no,no,no,yes,37.8,186,dehydration
9.0,6.8,Indian Domestic,Male,sneezing,none,none,none,10,no,no,no,yes,no,no,no,no,no,39.1,199,upper respiratory infection
11.0,6.2,Siamese,Male,dry gums,hair loss,itching,red skin,3,no,no,no,yes,no,no,yes,no,no,38.1,196,dehydration
5.0,5.3,Bengal,Male,diarrhea,fever,lethargy,none,1,no,no,yes,no,no,no,no,no,no,39.5,195,feline panleukopenia
9.0,2.9,Persian,Male,itching,lethargy,loss of appetite,vomiting,3,yes,yes,no,no,no,no,yes,no,no,38.3,192,anemia
2.0,2.7,Maine Coon,Male,blood in urine,fever,increased thirst,lethargy,3,no,no,no,no,no,no,no,no,no,39.5,216,chronic kidney disease
9.0,5.3,Maine Coon,Female,bloated abdomen,diarrhea,increased thirst,weight loss,4,no,no,yes,no,no,no,no,no,no,38.5,190,chronic kidney disease
3.0,3.0,Persian,Female,dry gums,eye discharge,lethargy,red eyes,3,no,no,no,no,no,no,no,no,yes,38.2,171,dehydration
7.0,3.9,Bengal,Female,increased thirst,lethargy,squinting,weight loss,4,no,no,no,no,no,no,no,no,no,39.0,169,chronic kidney disease
13.0,3.4,Indian Domestic,Female,diarrhea,fever,lethargy,vomiting,2,no,yes,yes,no,no,no,no,no,no,39.5,206,anemia
14.0,5.7,Bengal,Male,hair loss,itching,lethargy,loss of appetite,3,yes,yes,no,no,no,no,yes,no,no,38.6,171,gastritis
6.0,5.4,Persian,Male,blood in urine,painful urination,none,none,1,no,no,no,no,no,no,no,no,no,38.3,165,urinary tract infection
4.0,3.6,Persian,Female,fever,lethargy,nasal discharge,weight loss,7,no,no,no,no,no,no,no,yes,no,39.5,218,chronic kidney disease
11.0,4.4,Maine Coon,Female,hair loss,increased thirst,red skin,weight loss,4,no,no,no,no,no,no,yes,no,no,38.6,174,chronic kidney disease
2.0,5.7,Persian,Male,bloated abdomen,blood in urine,diarrhea,painful urination,4,no,no,yes,no,no,no,no,no,no,38.5,182,urinary tract infection
9.0,5.4,Maine Coon,Male,hair loss,itching,weakness,weight loss,2,no,no,no,no,no,no,yes,no,no,38.5,171,anemia
11.0,3.3,Maine Coon,Female,dry gums,frequent urination,lethargy,painful urination,1,no,no,no,no,no,no,no,no,no,38.7,188,dehydration
11.0,5.1,Indian Domestic,Female,diarrhea,eye discharge,none,none,3,no,no,yes,no,no,no,no,no,yes,38.6,160,feline conjunctivitis
10.0,5.2,Persian,Female,eye discharge,red eyes,none,none,2,no,no,no,no,no,no,no,no,yes,38.5,196,feline conjunctivitis
14.0,4.8,Bengal,Male,nasal discharge,none,none,none,2,no,no,no,no,no,no,no,yes,no,38.6,192,upper respiratory infection
9.0,4.3,Siamese,Male,lethargy,loss of appetite,none,none,1,yes,no,no,no,no,no,no,no,no,38.0,197,gastritis
9.0,6.9,Persian,Male,frequent urination,lethargy,painful urination,pale gums,4,no,no,no,no,no,no,no,no,no,38.7,175,anemia
10.0,6.2,Maine Coon,Male,blood in urine,frequent urination,increased thirst,lethargy,3,no,no,no,no,no,no,no,no,no,38.2,191,chronic kidney disease
7.0,2.8,Siamese,Male,diarrhea,eye discharge,itching,none,10,no,no,yes,no,no,no,yes,no,yes,38.4,179,feline conjunctivitis
13.0,3.3,Persian,Male,bloated abdomen,weight loss,none,none,2,no,no,no,no,no,no,no,no,no,38.2,174,worm infestation
6.0,6.1,Persian,Female,dry gums,lethargy,none,none,1,no,no,no,no,no,no,no,no,no,38.3,167,dehydration
14.0,4.6,Indian Domestic,Male,fever,lethargy,pale gums,vomiting,5,no,yes,no,no,no,no,no,no,no,39.5,221,anemia
10.0,5.5,Persian,Male,lethargy,sunken eyes,weakness,none,2,no,no,no,no,no,no,no,no,yes,39.0,185,anemia
12.0,2.7,Siamese,Male,fever,lethargy,nasal discharge,sneezing,2,no,no,no,yes,no,no,no,yes,yes,39.5,203,dehydration
2.0,2.9,Bengal,Male,blood in urine,frequent urination,none,none,1,no,no,no,no,no,no,no,no,no,38.4,217,urinary tract infection
2.0,6.6,Persian,Male,increased thirst,weight loss,none,none,3,no,no,no,no,no,no,no,no,no,38.3,194,chronic kidney disease
13.0,3.3,Maine Coon,Female,eye discharge,fever,itching,nasal discharge,5,no,no,no,yes,no,no,yes,yes,yes,39.5,201,feline conjunctivitis
6.0,6.3,Siamese,Female,bloated abdomen,diarrhea,weight loss,none,2,no,no,yes,no,no,no,no,no,no,38.0,187,worm infestation
6.0,2.8,Persian,Male,dry gums,hair loss,increased thirst,lethargy,2,no,no,no,no,no,no,yes,no,yes,38.2,183,chronic kidney disease
8.0,4.5,Persian,Female,diarrhea,fever,frequent urination,lethargy,1,yes,yes,yes,no,no,no,no,no,no,39.5,195,feline panleukopenia
5.0,2.7,Indian Domestic,Male,diarrhea,fever,nasal discharge,sneezing,7,no,no,yes,yes,no,no,no,yes,no,39.5,208,upper respiratory infection
15.0,5.0,Bengal,Female,fever,increased thirst,lethargy,sneezing,2,no,no,no,yes,no,no,no,no,no,39.5,186,anemia
11.0,3.3,Siamese,Female,itching,none,none,none,2,no,no,no,no,no,no,yes,no,no,38.4,190,skin allergy
8.0,5.9,Persian,Female,itching,lethargy,red skin,vomiting,1,no,yes,no,no,no,no,yes,no,no,38.4,182,gastritis
2.0,5.5,Persian,Male,bloated abdomen,blood in urine,frequent urination,weight loss,2,no,no,no,no,no,no,no,no,no,39.4,192,urinary tract infection
13.0,4.5,Persian,Male,red skin,none,none,none,2,no,no,no,no,no,no,no,no,no,38.6,189,skin allergy
9.0,3.4,Bengal,Female,blood in urine,hair loss,painful urination,none,5,no,no,no,no,no,no,yes,no,no,38.4,182,skin allergy
8.0,4.3,Persian,Male,fever,nasal discharge,red eyes,none,2,no,no,no,no,no,no,no,yes,yes,39.5,196,feline conjunctivitis
11.0,4.1,Siamese,Male,blood in urine,diarrhea,dry gums,lethargy,3,no,no,yes,no,no,no,no,no,no,38.7,168,dehydration
15.0,6.2,Siamese,Male,dry gums,lethargy,sunken eyes,none,3,no,no,no,no,no,no,no,no,yes,38.6,163,dehydration
3.0,5.0,Maine Coon,Female,hair loss,increased thirst,lethargy,pale gums,3,no,no,no,no,no,no,yes,no,no,38.9,188,anemia
13.0,3.2,Siamese,Female,pale gums,squinting,weakness,none,4,no,no,no,no,no,no,no,no,no,38.2,188,anemia
14.0,3.9,Maine Coon,Male,bloated abdomen,diarrhea,increased thirst,weight loss,4,no,no,yes,no,no,no,no,no,no,38.6,160,chronic kidney disease
5.0,6.5,Indian Domestic,Female,eye discharge,lethargy,pale gums,squinting,3,no,no,no,no,no,no,no,no,yes,38.9,168,anemia
13.0,5.7,Bengal,Female,diarrhea,increased thirst,lethargy,vomiting,3,no,yes,yes,no,no,no,no,no,no,38.1,196,chronic kidney disease
13.0,4.7,Bengal,Male,dry gums,lethargy,none,none,4,no,no,no,no,no,no,no,no,no,38.8,170,dehydration
11.0,6.5,Siamese,Female,diarrhea,lethargy,loss of appetite,vomiting,14,yes,yes,yes,no,no,no,no,no,no,38.4,184,anemia
7.0,6.1,Persian,Female,bloated abdomen,blood in urine,frequent urination,painful urination,4,no,no,no,no,no,no,no,no,no,38.1,184,urinary tract infection
9.0,6.7,Bengal,Female,lethargy,loss of appetite,pale gums,vomiting,4,yes,yes,no,no,no,no,no,no,no,38.9,173,anemia
15.0,6.2,Persian,Female,blood in urine,frequent urination,lethargy,loss of appetite,1,yes,yes,no,no,no,no,no,no,no,38.5,180,chronic kidney disease
12.0,3.9,Persian,Male,eye discharge,increased thirst,nasal discharge,red eyes,4,no,no,no,yes,no,no,no,yes,yes,38.3,180,chronic kidney disease
1.0,4.6,Persian,Male,fever,lethargy,nasal discharge,pale gums,3,no,no,no,yes,no,no,no,yes,no,39.5,215,anemia
2.0,4.8,Persian,Male,fever,none,none,none,2,no,no,no,no,no,no,no,no,no,39.5,256,upper respiratory infection
6.0,4.3,Siamese,Male,blood in urine,frequent urination,lethargy,pale gums,2,no,no,no,no,no,no,no,no,no,38.8,177,anemia
9.0,3.8,Siamese,Female,increased thirst,weight loss,none,none,1,no,no,no,no,no,no,no,no,no,38.6,162,chronic kidney disease
1.0,3.2,Persian,Female,bloated abdomen,diarrhea,dry gums,hair loss,3,no,no,yes,no,no,no,yes,no,no,38.7,204,dehydration
3.0,5.9,Bengal,Female,bloated abdomen,nasal discharge,red skin,sneezing,3,no,no,no,yes,no,no,no,yes,no,38.6,161,skin allergy
10.0,4.8,Indian Domestic,Male,bloated abdomen,blood in urine,weight loss,none,5,no,no,no,no,no,no,no,no,no,38.3,188,urinary tract infection
10.0,4.8,Maine Coon,Female,fever,nasal discharge,none,none,2,no,no,no,no,no,no,no,yes,no,39.5,185,upper respiratory infection
2.0,3.4,Bengal,Female,hair loss,itching,lethargy,nasal discharge,2,no,no,no,yes,no,no,yes,yes,no,38.7,193,dehydration
3.0,6.5,Persian,Male,dry gums,lethargy,loss of appetite,sunken eyes,3,yes,yes,no,no,no,no,no,no,yes,37.5,170,dehydration
5.0,5.2,Indian Domestic,Male,bloated abdomen,diarrhea,fever,increased thirst,1,no,no,yes,no,no,no,no,yes,no,39.5,211,chronic kidney disease
10.0,6.4,Maine Coon,Male,lethargy,loss of appetite,none,none,2,yes,no,no,no,no,no,no,no,no,38.9,194,gastritis
13.0,3.7,Maine Coon,Female,fever,nasal discharge,sneezing,none,4,no,no,no,yes,no,no,no,yes,no,39.5,223,upper respiratory infection
11.0,5.4,Maine Coon,Male,diarrhea,fever,increased thirst,lethargy,1,no,yes,yes,no,no,no,no,no,no,39.5,211,chronic kidney disease
9.0,2.9,Maine Coon,Male,diarrhea,fever,vomiting,weight loss,3,no,yes,yes,no,no,no,no,no,no,39.5,198,feline panleukopenia
14.0,6.9,Indian Domestic,Male,increased thirst,none,none,none,1,no,no,no,no,no,no,no,no,no,39.0,184,chronic kidney disease
6.0,5.2,Maine Coon,Male,diarrhea,eye discharge,fever,lethargy,5,no,no,yes,no,no,no,no,no,yes,39.5,212,anemia
8.0,5.4,Bengal,Male,itching,red eyes,none,none,3,no,no,no,no,no,no,yes,no,yes,38.4,197,feline conjunctivitis
12.0,2.7,Siamese,Male,diarrhea,fever,lethargy,vomiting,3,no,yes,yes,no,no,no,no,no,no,39.5,213,feline panleukopenia
8.0,3.8,Bengal,Male,dry gums,hair loss,itching,lethargy,5,no,no,no,no,no,no,yes,no,yes,38.1,178,dehydration
15.0,6.8,Persian,Male,dry gums,lethargy,loss of appetite,red eyes,10,yes,yes,no,no,no,no,no,no,yes,38.6,190,dehydration
14.0,3.5,Indian Domestic,Female,lethargy,none,none,none,5,no,no,no,no,no,no,no,no,no,38.5,185,chronic kidney disease
9.0,6.7,Persian,Female,blood in urine,frequent urination,painful urination,red eyes,5,no,no,no,no,no,no,no,no,yes,38.3,161,dehydration
10.0,6.2,Maine Coon,Male,loss of appetite,vomiting,none,none,5,yes,yes,no,no,no,no,no,no,no,38.1,172,gastritis
6.0,4.2,Persian,Male,bloated abdomen,diarrhea,fever,hair loss,2,no,yes,yes,no,no,no,yes,no,no,39.5,202,feline panleukopenia
4.0,5.4,Indian Domestic,Female,blood in urine,dry gums,frequent urination,lethargy,2,no,no,no,no,no,no,no,no,yes,38.6,192,dehydration
1.0,6.5,Bengal,Female,fever,lethargy,loss of appetite,vomiting,1,yes,yes,no,no,no,no,no,no,no,39.5,218,feline panleukopenia
2.0,5.8,Indian Domestic,Female,dry gums,lethargy,none,none,3,no,no,no,no,no,no,no,no,no,38.4,211,dehydration
13.0,4.4,Maine Coon,Female,dry gums,eye discharge,red eyes,squinting,3,no,no,no,no,no,no,no,no,yes,39.0,164,dehydration
1.0,4.8,Maine Coon,Male,diarrhea,fever,none,none,2,no,no,yes,no,no,no,no,no,no,39.5,224,feline panleukopenia
2.0,6.3,Indian Domestic,Female,fever,lethargy,nasal discharge,weight loss,4,no,no,no,no,no,no,no,yes,no,39.5,230,chronic kidney disease
12.0,6.9,Indian Domestic,Female,diarrhea,fever,itching,lethargy,2,no,no,yes,no,no,no,yes,no,no,39.5,200,feline panleukopenia
9.0,5.2,Bengal,Female,fever,hair loss,itching,lethargy,3,no,yes,no,no,no,no,yes,no,no,39.5,203,gastritis
2.0,5.5,Bengal,Female,itching,red skin,none,none,4,no,no,no,no,no,no,yes,no,no,38.4,199,skin allergy
15.0,5.5,Indian Domestic,Male,pale gums,red skin,weakness,weight loss,10,no,no,no,no,no,no,no,no,no,38.7,173,anemia
13.0,3.3,Siamese,Male,lethargy,loss of appetite,none,none,3,yes,no,no,no,no,no,no,no,no,38.6,163,gastritis
15.0,3.2,Siamese,Female,fever,none,none,none,10,no,no,no,no,no,no,no,no,no,39.5,223,feline panleukopenia
11.0,5.8,Siamese,Male,lethargy,vomiting,weakness,none,4,no,yes,no,no,no,no,no,no,no,38.3,183,anemia
2.0,5.8,Maine Coon,Female,frequent urination,painful urination,none,none,3,no,no,no,no,no,no,no,no,no,38.7,203,urinary tract infection
10.0,3.7,Persian,Male,vomiting,none,none,none,3,no,yes,no,no,no,no,no,no,no,38.5,178,feline panleukopenia
13.0,4.3,Siamese,Female,hair loss,itching,none,none,2,no,no,no,no,no,no,yes,no,no,37.8,177,skin allergy
11.0,6.9,Persian,Female,sneezing,none,none,none,14,no,no,no,yes,no,no,no,no,no,38.6,174,upper respiratory infection
3.0,6.9,Indian Domestic,Male,dry gums,lethargy,sunken eyes,none,3,no,no,no,no,no,no,no,no,yes,38.6,190,dehydration
11.0,2.5,Maine Coon,Male,diarrhea,none,none,none,1,no,no,yes,no,no,no,no,no,no,38.9,182,worm infestation
3.0,3.4,Persian,Male,frequent urination,painful urination,none,none,2,no,no,no,no,no,no,no,no,no,38.4,164,urinary tract infection
