age,gender,breed,weight,symptoms,diseases
10,male,bengal,3.2,"blood in urine, fever, increased thirst, nasal discharge, painful urination, sneezing","chronic kidney disease, upper respiratory infection, urinary tract infection"
3,male,maine coon,3.4,"diarrhea, fever, lethargy, vomiting","feline panleukopenia, upper respiratory infection, worm infestation"
3,male,siamese,5.4,"dry gums, itching, lethargy, sunken eyes","dehydration, skin allergy"
8,male,siamese,3.5,"blood in urine, frequent urination, painful urination, red eyes, squinting","feline conjunctivitis, urinary tract infection"
2,male,siamese,4.6,"bloated abdomen, diarrhea, frequent urination, weight loss","urinary tract infection, worm infestation"
5,female,indian domestic,5.5,"bloated abdomen, blood in urine, diarrhea, frequent urination, painful urination, weight loss","urinary tract infection, worm infestation"
12,female,siamese,6.0,frequent urination,urinary tract infection
11,female,persian,2.5,"dry gums, increased thirst, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration"
14,male,indian domestic,6.9,"hair loss, itching",skin allergy
1,female,siamese,6.3,"frequent urination, painful urination",urinary tract infection
11,male,persian,3.4,"increased thirst, lethargy",chronic kidney disease
2,male,indian domestic,3.4,"dry gums, frequent urination, lethargy, painful urination, sunken eyes, weakness","anemia, dehydration, urinary tract infection"
2,male,maine coon,3.4,"fever, hair loss, nasal discharge, sneezing","feline panleukopenia, skin allergy, upper respiratory infection"
12,male,persian,4.6,"increased thirst, lethargy, weakness, weight loss","anemia, chronic kidney disease, gastritis"
1,male,maine coon,6.3,"hair loss, itching",skin allergy
12,male,persian,4.5,"dry gums, lethargy, sunken eyes",dehydration
8,female,maine coon,3.7,"eye discharge, fever, nasal discharge, pale gums, red eyes, sneezing, squinting, weakness","anemia, feline conjunctivitis, upper respiratory infection"
2,male,siamese,2.9,"bloated abdomen, diarrhea, red eyes, squinting, weakness","anemia, feline conjunctivitis, worm infestation"
4,female,indian domestic,6.6,"blood in urine, diarrhea, frequent urination, lethargy, painful urination, vomiting","feline panleukopenia, urinary tract infection"
6,female,maine coon,3.3,"nasal discharge, pale gums","anemia, upper respiratory infection"
8,female,bengal,4.4,"blood in urine, vomiting","gastritis, urinary tract infection"
15,male,bengal,5.6,"diarrhea, fever, red eyes, red skin, squinting, vomiting","feline conjunctivitis, feline panleukopenia, skin allergy"
11,female,bengal,4.3,"bloated abdomen, dry gums, lethargy, sunken eyes","dehydration, worm infestation"
7,female,persian,5.8,"blood in urine, lethargy, loss of appetite, squinting, vomiting","feline conjunctivitis, gastritis, urinary tract infection"
2,male,maine coon,2.8,"lethargy, loss of appetite, red skin, vomiting","dehydration, gastritis, skin allergy"
3,female,indian domestic,7.0,"dry gums, lethargy, red eyes, sunken eyes","dehydration, feline conjunctivitis"
1,female,indian domestic,4.6,"hair loss, increased thirst, itching, red skin","chronic kidney disease, skin allergy"
13,male,bengal,3.0,"eye discharge, red eyes, squinting",feline conjunctivitis
5,female,indian domestic,3.6,"diarrhea, fever, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis"
15,male,bengal,3.4,"increased thirst, weight loss",chronic kidney disease
6,male,siamese,2.6,"fever, nasal discharge, sneezing","feline panleukopenia, upper respiratory infection"
14,female,indian domestic,5.3,"blood in urine, frequent urination, lethargy, weight loss","chronic kidney disease, urinary tract infection, worm infestation"
10,female,siamese,3.6,"lethargy, loss of appetite, pale gums, red skin, vomiting","anemia, gastritis, skin allergy"
6,male,indian domestic,2.9,"lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
7,male,siamese,6.2,"fever, lethargy, vomiting",feline panleukopenia
13,female,indian domestic,5.7,weight loss,worm infestation
14,female,siamese,3.1,"eye discharge, hair loss, itching, red eyes, red skin","feline conjunctivitis, skin allergy"
1,male,indian domestic,6.8,"bloated abdomen, diarrhea, fever, nasal discharge","upper respiratory infection, worm infestation"
13,female,persian,3.6,"fever, increased thirst, lethargy, nasal discharge, painful urination, sneezing, weight loss","chronic kidney disease, upper respiratory infection, urinary tract infection"
6,female,indian domestic,3.5,blood in urine,urinary tract infection
10,female,maine coon,4.5,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
13,female,persian,6.3,"lethargy, loss of appetite, sunken eyes, vomiting, weakness","anemia, dehydration, gastritis"
4,female,maine coon,3.1,lethargy,feline panleukopenia
11,female,persian,6.7,fever,feline panleukopenia
3,female,persian,2.6,"blood in urine, frequent urination, lethargy, painful urination, pale gums, weakness","anemia, urinary tract infection"
15,male,persian,4.2,"dry gums, eye discharge, lethargy, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis"
2,male,siamese,6.9,"eye discharge, loss of appetite, pale gums, red eyes, vomiting, weakness","anemia, feline conjunctivitis, gastritis"
9,male,maine coon,6.4,"hair loss, itching, lethargy, red skin","anemia, chronic kidney disease, skin allergy"
8,female,bengal,6.7,"bloated abdomen, diarrhea, fever, lethargy, nasal discharge, vomiting, weight loss","feline panleukopenia, upper respiratory infection, worm infestation"
14,male,persian,2.9,"bloated abdomen, diarrhea, fever, lethargy, vomiting, weight loss","feline panleukopenia, worm infestation"
4,female,persian,3.4,"hair loss, itching, nasal discharge, red skin, sneezing","skin allergy, upper respiratory infection"
8,male,bengal,3.2,"fever, nasal discharge, sneezing, weight loss","upper respiratory infection, worm infestation"
7,male,siamese,2.9,"lethargy, weakness","anemia, gastritis"
7,male,maine coon,6.4,"bloated abdomen, dry gums, lethargy, sunken eyes","anemia, dehydration, worm infestation"
13,female,bengal,4.3,"blood in urine, lethargy, pale gums, weakness","anemia, urinary tract infection"
15,female,persian,6.7,"diarrhea, eye discharge, fever, lethargy, vomiting","feline conjunctivitis, feline panleukopenia"
2,male,maine coon,4.9,"diarrhea, fever, lethargy, painful urination, vomiting","feline panleukopenia, urinary tract infection"
1,female,indian domestic,5.8,"lethargy, loss of appetite",gastritis
15,male,persian,2.6,"hair loss, itching, lethargy, pale gums, red skin, weakness","anemia, gastritis, skin allergy"
5,male,persian,3.0,"increased thirst, lethargy, weight loss","chronic kidney disease, worm infestation"
11,male,bengal,2.6,"hair loss, itching, lethargy, pale gums, red skin, weakness","anemia, skin allergy"
14,male,maine coon,5.8,"blood in urine, eye discharge, frequent urination, painful urination, squinting","feline conjunctivitis, urinary tract infection"
4,male,siamese,4.8,"bloated abdomen, diarrhea",worm infestation
2,female,siamese,4.3,"diarrhea, dry gums, hair loss, lethargy","dehydration, skin allergy, worm infestation"
4,male,persian,2.9,"blood in urine, diarrhea, hair loss, itching, red skin","skin allergy, urinary tract infection, worm infestation"
5,male,maine coon,5.6,"lethargy, sunken eyes, vomiting","dehydration, gastritis"
2,male,indian domestic,3.4,"diarrhea, dry gums, lethargy","dehydration, feline panleukopenia"
1,female,maine coon,2.6,"blood in urine, dry gums, frequent urination, lethargy, painful urination, sunken eyes, vomiting","dehydration, gastritis, urinary tract infection"
9,female,persian,3.6,"diarrhea, lethargy",feline panleukopenia
2,female,bengal,2.6,"dry gums, lethargy, sunken eyes",dehydration
2,female,maine coon,6.3,blood in urine,urinary tract infection
5,female,bengal,5.8,"blood in urine, frequent urination, lethargy, nasal discharge, painful urination, pale gums, sneezing, weakness","anemia, upper respiratory infection, urinary tract infection"
7,male,siamese,3.6,"bloated abdomen, blood in urine, dry gums, frequent urination, painful urination, sunken eyes","dehydration, urinary tract infection, worm infestation"
12,female,siamese,3.5,"fever, sneezing",upper respiratory infection
3,male,siamese,3.3,"blood in urine, eye discharge, painful urination, red eyes","feline conjunctivitis, urinary tract infection"
6,male,maine coon,4.5,diarrhea,feline panleukopenia
13,male,bengal,3.1,"dry gums, eye discharge, itching, lethargy, red skin, squinting, sunken eyes","dehydration, feline conjunctivitis, skin allergy"
12,female,indian domestic,3.6,"bloated abdomen, diarrhea",worm infestation
8,male,siamese,4.2,"sneezing, squinting","feline conjunctivitis, upper respiratory infection"
4,male,indian domestic,6.2,"fever, nasal discharge, sneezing",upper respiratory infection
7,female,siamese,5.4,"blood in urine, dry gums, frequent urination, lethargy, sunken eyes, weakness","anemia, dehydration, urinary tract infection"
14,male,indian domestic,5.3,"fever, frequent urination, increased thirst, lethargy, nasal discharge, painful urination, sneezing, weight loss","chronic kidney disease, upper respiratory infection, urinary tract infection"
1,male,persian,5.9,"fever, frequent urination, nasal discharge, painful urination, sneezing","upper respiratory infection, urinary tract infection"
12,male,siamese,5.5,"bloated abdomen, diarrhea, eye discharge, red eyes, weight loss","feline conjunctivitis, worm infestation"
8,male,bengal,4.8,itching,skin allergy
13,female,persian,2.7,"dry gums, lethargy","chronic kidney disease, dehydration"
14,female,persian,6.5,"dry gums, lethargy, weight loss","dehydration, worm infestation"
12,female,persian,3.5,"hair loss, itching, lethargy, loss of appetite, vomiting","gastritis, skin allergy"
5,male,maine coon,6.6,"diarrhea, lethargy, vomiting","feline panleukopenia, gastritis"
8,male,maine coon,2.9,"fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
15,male,indian domestic,4.0,"increased thirst, lethargy, weight loss",chronic kidney disease
4,male,maine coon,2.5,"lethargy, pale gums",anemia
2,female,indian domestic,3.6,dry gums,dehydration
2,male,siamese,5.6,"lethargy, weight loss",chronic kidney disease
13,male,persian,4.6,"frequent urination, painful urination",urinary tract infection
5,female,persian,2.9,"itching, lethargy, loss of appetite, red eyes, vomiting","feline conjunctivitis, gastritis, skin allergy"
4,male,indian domestic,4.5,"lethargy, weight loss",chronic kidney disease
15,male,siamese,4.1,"lethargy, loss of appetite, vomiting",gastritis
1,female,persian,6.0,blood in urine,urinary tract infection
2,female,siamese,2.7,"dry gums, lethargy, loss of appetite, sunken eyes, vomiting","dehydration, gastritis"
1,female,persian,3.3,"eye discharge, itching, red skin, squinting","feline conjunctivitis, skin allergy"
3,male,maine coon,4.6,"bloated abdomen, diarrhea, increased thirst, itching, lethargy, weight loss","chronic kidney disease, skin allergy, worm infestation"
12,female,maine coon,5.0,"hair loss, increased thirst, itching, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration, skin allergy"
14,male,maine coon,4.1,"blood in urine, frequent urination, painful urination",urinary tract infection
15,female,siamese,6.5,fever,feline panleukopenia
13,female,bengal,3.9,"blood in urine, frequent urination, painful urination",urinary tract infection
10,male,maine coon,3.5,"eye discharge, hair loss, red eyes, red skin, squinting, weight loss","feline conjunctivitis, skin allergy, worm infestation"
13,male,bengal,5.5,"lethargy, pale gums",anemia
2,male,bengal,4.3,"blood in urine, lethargy","feline panleukopenia, urinary tract infection"
8,female,bengal,3.0,"diarrhea, eye discharge, fever, lethargy, vomiting, weakness","anemia, feline conjunctivitis, feline panleukopenia"
9,male,persian,6.6,"dry gums, hair loss, itching, lethargy, loss of appetite, red skin, sunken eyes, vomiting","dehydration, gastritis, skin allergy"
10,female,indian domestic,6.0,"dry gums, lethargy, sunken eyes",dehydration
14,male,siamese,6.3,"dry gums, lethargy, vomiting","dehydration, feline panleukopenia"
1,female,indian domestic,5.9,lethargy,dehydration
4,female,siamese,4.2,"diarrhea, fever, lethargy, nasal discharge, sneezing, sunken eyes, vomiting","dehydration, feline panleukopenia, upper respiratory infection"
4,male,persian,6.5,"bloated abdomen, diarrhea, red skin, weight loss","skin allergy, worm infestation"
6,male,bengal,6.9,"eye discharge, fever, red eyes, sneezing, squinting","feline conjunctivitis, upper respiratory infection"
8,male,maine coon,5.0,"eye discharge, lethargy, pale gums, red eyes, squinting, weight loss","anemia, chronic kidney disease, feline conjunctivitis"
3,male,persian,5.2,"increased thirst, lethargy, weakness","anemia, chronic kidney disease"
4,female,bengal,5.7,"dry gums, frequent urination, lethargy, painful urination, red skin, sunken eyes","dehydration, skin allergy, urinary tract infection"
10,male,maine coon,7.0,"dry gums, eye discharge, fever, nasal discharge, sneezing, squinting","dehydration, feline conjunctivitis, upper respiratory infection"
7,female,indian domestic,4.9,"hair loss, itching, lethargy, red skin","gastritis, skin allergy"
15,male,indian domestic,6.3,"diarrhea, eye discharge, red eyes, weakness","anemia, feline conjunctivitis, worm infestation"
10,female,siamese,3.4,"dry gums, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration"
8,male,bengal,3.2,"hair loss, itching, red skin, weakness","anemia, skin allergy"
5,male,indian domestic,4.9,"eye discharge, hair loss, squinting, vomiting","feline conjunctivitis, gastritis, skin allergy"
