Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Nasal_Discharge,Eye_Discharge,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Body_Temperature,Heart_Rate,Disease_Prediction
Cat,Birman,8.0,Female,2.9,weight loss,,poor coat,increased urination,47 days,No,Yes,No,No,No,No,No,No,No,38.0°C,132,Diabetes Mellitus
Cat,Siamese,12.3,Female,4.5,weight loss,lethargy,,,135 days,No,No,No,Yes,No,No,No,Yes,No,38.3°C,200,Diabetes Mellitus
Cat,Persian,1.9,Female,4.7,straining to urinate,urinating outside box,frequent urination,,2 days,No,No,Yes,No,No,No,No,No,No,38.7°C,138,Feline Lower Urinary Tract Disease
Cat,Oriental,7.8,Female,3.7,increased urination,bad breath,,,86 days,No,No,Yes,Yes,Yes,No,No,No,No,37.5°C,164,Chronic Kidney Disease
Cat,Domestic Shorthair,16.5,Male,4.0,hyperactivity,,weight loss,,272 days,No,No,No,Yes,Yes,No,No,No,No,39.2°C,229,Hyperthyroidism
Cat,Birman,4.1,Female,5.9,eye discharge,,lethargy,,4 days,No,No,No,No,No,No,No,No,No,39.6°C,170,Upper Respiratory Infection
Cat,Oriental,6.4,Female,5.0,straining to urinate,,lethargy,,6 days,No,No,No,Yes,No,No,No,No,No,39.2°C,165,Feline Lower Urinary Tract Disease
Cat,British Shorthair,1.5,Male,3.8,vomiting,,lethargy,lethargy,6 days,No,No,Yes,Yes,Yes,No,No,No,No,41.3°C,217,Panleukopenia
Cat,Domestic Shorthair,4.6,Female,3.9,straining to urinate,,,,9 days,No,No,Yes,No,No,No,No,No,No,38.9°C,127,Feline Lower Urinary Tract Disease
Cat,Siamese,11.1,Female,3.2,increased thirst,lethargy,,poor coat,66 days,No,No,No,No,No,No,No,No,No,38.7°C,132,Diabetes Mellitus
Cat,Birman,8.0,Male,3.8,licking genitals,crying while urinating,,,8 days,No,No,No,No,No,No,No,No,No,39.0°C,152,Feline Lower Urinary Tract Disease
Cat,Siamese,3.9,Male,4.4,chronic vomiting,lethargy,poor coat,,101 days,No,No,Yes,Yes,Yes,No,No,No,No,38.7°C,158,Inflammatory Bowel Disease
Cat,Mixed,1.3,Female,3.6,lethargy,exercise intolerance,,,299 days,No,No,No,No,No,Yes,Yes,No,No,38.3°C,181,Asthma
Cat,British Shorthair,17.3,Female,3.4,increased appetite,,,,111 days,No,No,No,No,No,No,No,No,No,39.5°C,228,Hyperthyroidism
Cat,American Shorthair,8.9,Male,5.7,nasal discharge,lethargy,,,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,193,Upper Respiratory Infection
Cat,Russian Blue,12.7,Female,5.1,fever,appetite loss,,,10 days,Yes,Yes,No,No,Yes,No,No,No,No,39.6°C,166,Upper Respiratory Infection
Cat,Birman,10.8,Male,5.0,labored breathing,rapid breathing,exercise intolerance,,321 days,No,No,No,No,No,Yes,Yes,No,No,38.6°C,154,Asthma
Cat,Birman,16.2,Female,4.3,lethargy,,poor appetite,,77 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,180,Chronic Kidney Disease
Cat,Russian Blue,7.2,Male,5.4,fever,,coughing,appetite loss,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,179,Upper Respiratory Infection
Cat,Mixed,10.6,Female,3.5,hyperactivity,,,,306 days,No,No,No,Yes,No,No,No,No,No,39.0°C,206,Hyperthyroidism
Cat,American Shorthair,9.2,Male,5.1,lethargy,rapid breathing,open-mouth breathing,,91 days,No,No,Yes,No,No,Yes,Yes,No,No,38.1°C,126,Asthma
Cat,Persian,13.2,Male,3.5,hyperactivity,increased thirst,,,305 days,No,No,No,Yes,No,No,No,No,No,38.6°C,204,Hyperthyroidism
Cat,Russian Blue,11.1,Female,4.9,diarrhea,poor coat,,,93 days,No,No,Yes,Yes,Yes,No,No,No,No,38.8°C,138,Inflammatory Bowel Disease
Cat,Ragdoll,8.5,Male,9.5,eye discharge,lethargy,lethargy,,12 days,Yes,Yes,No,No,No,No,No,No,No,40.2°C,156,Upper Respiratory Infection
Cat,Scottish Fold,4.9,Female,4.9,hair loss,scabs,itching,,16 days,No,No,No,No,No,No,No,No,Yes,38.3°C,165,Skin Allergies
Cat,Domestic Shorthair,5.4,Female,3.9,nasal discharge,,lethargy,,14 days,Yes,Yes,Yes,No,No,No,No,No,No,40.4°C,187,Upper Respiratory Infection
Cat,British Shorthair,13.2,Male,5.4,increased appetite,,,,305 days,No,No,Yes,Yes,No,No,No,No,No,38.8°C,168,Diabetes Mellitus
Cat,Domestic Shorthair,0.2,Female,4.2,vomiting,,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,41.5°C,191,Panleukopenia
Cat,Bengal,10.9,Male,4.0,hyperactivity,,,,92 days,No,Yes,No,Yes,Yes,No,No,No,Yes,38.7°C,183,Hyperthyroidism
Cat,Birman,11.9,Male,5.3,diarrhea,,weight loss,,37 days,No,No,Yes,No,Yes,No,No,No,No,38.0°C,196,Inflammatory Bowel Disease
Cat,Russian Blue,8.8,Male,4.3,hyperactivity,poor coat,,diarrhea,140 days,No,No,No,No,Yes,Yes,Yes,No,No,39.3°C,217,Hyperthyroidism
Cat,Sphynx,9.7,Male,4.7,hyperactivity,,,,201 days,No,No,No,No,Yes,No,No,No,Yes,38.8°C,195,Hyperthyroidism
Cat,Birman,7.1,Male,4.9,skin lesions,,skin lesions,,62 days,No,No,No,No,No,No,No,No,Yes,38.2°C,184,Skin Allergies
Cat,Abyssinian,4.8,Female,3.6,drooling,,,bleeding gums,59 days,No,No,Yes,No,No,No,No,No,No,38.7°C,186,Dental Disease
Cat,Oriental,1.8,Female,3.9,vomiting,appetite loss,vomiting,dehydration,4 days,No,No,Yes,Yes,Yes,No,No,No,No,39.7°C,153,Gastroenteritis
Cat,British Shorthair,1.4,Male,5.9,severe diarrhea,weakness,weakness,,7 days,Yes,No,Yes,Yes,Yes,No,No,No,No,41.5°C,236,Panleukopenia
Cat,Scottish Fold,10.6,Female,6.3,abdominal pain,,,,6 days,No,No,No,No,Yes,No,No,No,No,39.1°C,129,Gastroenteritis
Cat,Ragdoll,4.6,Female,7.1,scratching,scabs,skin lesions,,40 days,No,No,No,No,No,No,No,No,Yes,38.7°C,178,Skin Allergies
Cat,Siamese,7.1,Male,3.1,weight loss,,,,146 days,No,No,Yes,Yes,No,No,No,No,No,37.7°C,142,Chronic Kidney Disease
Cat,Ragdoll,11.3,Female,4.1,increased urination,,,weakness,216 days,No,No,No,No,No,No,No,Yes,No,38.4°C,141,Diabetes Mellitus
Cat,Persian,7.9,Female,6.3,poor appetite,poor coat,,gas,168 days,Yes,No,No,Yes,Yes,No,No,No,No,38.7°C,189,Inflammatory Bowel Disease
Cat,Abyssinian,12.4,Female,2.8,fever,coughing,lethargy,,14 days,Yes,Yes,No,No,No,No,No,No,No,40.4°C,129,Upper Respiratory Infection
Cat,Sphynx,17.8,Male,4.1,hyperactivity,poor coat,poor coat,,87 days,No,No,No,Yes,No,No,No,No,No,39.4°C,203,Hyperthyroidism
Cat,Scottish Fold,5.9,Male,4.4,fever,appetite loss,fever,appetite loss,11 days,Yes,Yes,Yes,No,No,Yes,Yes,No,No,40.0°C,150,Upper Respiratory Infection
Cat,Oriental,14.5,Male,5.5,bad breath,,bleeding gums,,242 days,Yes,No,Yes,No,No,No,No,No,No,38.4°C,199,Dental Disease
Cat,British Shorthair,8.6,Female,4.9,drooling,weight loss,,,94 days,No,No,Yes,No,No,No,No,No,No,38.0°C,200,Dental Disease
Cat,Mixed,13.7,Male,5.6,pawing at mouth,appetite loss,,,30 days,No,No,Yes,No,No,No,No,No,No,38.2°C,121,Dental Disease
Cat,Maine Coon,7.9,Female,7.4,increased thirst,,,,53 days,No,No,Yes,No,No,Yes,No,No,No,38.5°C,135,Chronic Kidney Disease
Cat,Russian Blue,1.5,Female,3.8,hair loss,,,,14 days,No,No,Yes,No,No,No,No,No,Yes,38.2°C,139,Skin Allergies
Cat,Birman,15.8,Male,3.8,hyperactivity,increased thirst,,,81 days,No,No,No,No,No,No,Yes,No,No,38.5°C,185,Hyperthyroidism
Cat,Domestic Shorthair,2.8,Male,4.4,vomiting,,,vomiting,5 days,No,No,Yes,Yes,Yes,No,No,No,No,39.4°C,160,Gastroenteritis
Cat,American Shorthair,5.7,Female,5.0,weight loss,,,,57 days,No,No,Yes,Yes,No,No,No,No,No,38.6°C,150,Inflammatory Bowel Disease
Cat,Oriental,2.8,Male,3.3,wheezing,,,,326 days,No,No,No,Yes,No,Yes,Yes,No,No,38.2°C,123,Asthma
Cat,Ragdoll,7.5,Female,6.5,weight loss,enlarged lymph nodes,,,142 days,No,No,Yes,No,No,No,Yes,No,No,38.8°C,127,Feline Leukemia Virus
Cat,Oriental,5.4,Male,5.6,pawing at mouth,,weight loss,,180 days,No,No,Yes,No,No,No,No,No,No,38.5°C,172,Dental Disease
Cat,Sphynx,9.3,Female,6.0,bad breath,bleeding gums,pawing at mouth,,223 days,No,No,No,No,No,No,No,No,No,38.6°C,140,Dental Disease
Cat,Scottish Fold,11.9,Female,3.5,increased thirst,bad breath,,,55 days,No,No,Yes,Yes,Yes,No,No,No,No,38.4°C,199,Chronic Kidney Disease
Cat,Domestic Shorthair,14.0,Female,3.8,increased appetite,lethargy,poor coat,lethargy,156 days,No,No,No,No,No,No,No,No,No,37.9°C,128,Diabetes Mellitus
Cat,Scottish Fold,6.2,Male,5.0,weight loss,,lethargy,poor appetite,107 days,No,Yes,Yes,Yes,Yes,No,No,No,No,38.1°C,150,Inflammatory Bowel Disease
Cat,Maine Coon,15.3,Female,6.8,weight loss,,hyperactivity,,223 days,No,No,No,No,Yes,No,No,No,No,39.3°C,222,Hyperthyroidism
Cat,Maine Coon,13.2,Female,6.6,weight loss,,lethargy,increased urination,145 days,No,No,Yes,No,No,No,Yes,No,No,38.7°C,186,Chronic Kidney Disease
Cat,Mixed,0.5,Female,3.3,high fever,weakness,severe diarrhea,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,40.5°C,230,Panleukopenia
Cat,Bengal,14.1,Male,3.7,vomiting,,vomiting,,198 days,Yes,No,No,No,Yes,No,Yes,No,No,39.1°C,222,Hyperthyroidism
Cat,Ragdoll,11.5,Male,7.1,increased appetite,,,increased appetite,362 days,No,No,No,No,No,No,No,No,No,38.4°C,191,Diabetes Mellitus
Cat,Ragdoll,8.0,Female,5.1,scratching,red skin,,,179 days,No,Yes,Yes,No,No,No,No,No,Yes,38.3°C,156,Skin Allergies
Cat,Persian,1.1,Male,5.2,frequent urination,lethargy,frequent urination,,6 days,No,No,Yes,No,No,No,No,No,No,39.0°C,140,Feline Lower Urinary Tract Disease
Cat,Persian,5.2,Female,5.5,pawing at mouth,weight loss,,,131 days,No,No,Yes,No,No,No,No,No,No,38.4°C,171,Dental Disease
Cat,Siamese,6.7,Male,3.3,anemia,,,,71 days,No,Yes,No,No,No,No,No,No,No,39.5°C,163,Feline Leukemia Virus
Cat,Sphynx,1.1,Female,4.2,fever,appetite loss,sneezing,,9 days,Yes,Yes,No,No,No,No,No,No,No,39.8°C,196,Upper Respiratory Infection
Cat,Scottish Fold,9.3,Female,5.4,straining to urinate,,,,7 days,No,No,No,No,No,No,Yes,No,No,39.1°C,149,Feline Lower Urinary Tract Disease
Cat,Russian Blue,9.5,Male,6.6,fever,lethargy,,,6 days,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,156,Upper Respiratory Infection
Cat,Persian,12.0,Female,6.7,scratching,,skin lesions,,172 days,No,No,No,No,No,No,No,No,Yes,38.5°C,129,Skin Allergies
Cat,American Shorthair,8.5,Female,4.1,nasal discharge,coughing,,,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,186,Upper Respiratory Infection
Cat,Persian,6.8,Female,5.0,straining to urinate,lethargy,blood in urine,,7 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,123,Feline Lower Urinary Tract Disease
Cat,Persian,13.7,Female,3.7,increased urination,poor coat,increased urination,,260 days,No,No,No,No,No,No,No,No,No,38.0°C,140,Diabetes Mellitus
Cat,Siamese,2.9,Male,3.4,sneezing,lethargy,coughing,,6 days,Yes,Yes,Yes,No,No,Yes,Yes,No,No,39.5°C,171,Upper Respiratory Infection
Cat,Sphynx,2.6,Male,5.1,scratching,,,,140 days,No,Yes,No,Yes,No,No,No,No,Yes,38.7°C,183,Skin Allergies
Cat,Abyssinian,15.0,Male,3.5,vomiting,diarrhea,,increased thirst,325 days,No,No,No,No,No,No,No,No,No,39.2°C,216,Hyperthyroidism
Cat,Maine Coon,9.8,Female,7.2,lethargy,appetite loss,,,5 days,No,No,Yes,Yes,Yes,No,No,No,No,39.5°C,144,Gastroenteritis
Cat,Siamese,9.0,Female,4.2,wheezing,open-mouth breathing,,,35 days,No,No,Yes,No,No,Yes,Yes,No,No,38.0°C,183,Asthma
Cat,British Shorthair,14.0,Female,5.0,increased appetite,,,,94 days,No,No,No,Yes,No,No,No,No,No,38.0°C,183,Diabetes Mellitus
Cat,Sphynx,5.0,Male,5.3,difficulty eating,appetite loss,,pawing at mouth,125 days,No,No,Yes,No,No,No,No,No,No,38.6°C,188,Dental Disease
Cat,Domestic Shorthair,12.4,Male,3.6,weight loss,increased thirst,,,197 days,No,No,No,Yes,No,No,No,No,No,39.2°C,191,Hyperthyroidism
Cat,Russian Blue,6.0,Male,3.6,blood in urine,urinating outside box,straining to urinate,licking genitals,5 days,No,No,Yes,No,No,No,No,No,No,39.1°C,123,Feline Lower Urinary Tract Disease
Cat,Siamese,5.7,Female,5.0,itching,,hair loss,,33 days,No,No,No,No,No,No,No,No,Yes,38.2°C,120,Skin Allergies
Cat,Persian,3.7,Male,4.6,anemia,poor appetite,enlarged lymph nodes,,262 days,No,No,Yes,Yes,No,No,No,No,No,39.1°C,161,Feline Leukemia Virus
Cat,Oriental,3.2,Male,3.9,licking genitals,crying while urinating,,,12 days,No,No,Yes,No,No,No,No,No,No,39.0°C,161,Feline Lower Urinary Tract Disease
Cat,Mixed,2.4,Female,5.8,vomiting,appetite loss,,,5 days,No,No,Yes,Yes,Yes,No,No,No,No,38.8°C,178,Gastroenteritis
Cat,American Shorthair,4.2,Male,4.0,fever,lethargy,sneezing,,7 days,Yes,Yes,No,No,Yes,No,No,No,No,39.6°C,185,Upper Respiratory Infection
Cat,Scottish Fold,6.7,Female,4.4,diarrhea,,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,124,Gastroenteritis
Cat,Bengal,14.1,Male,3.7,weight loss,,increased urination,poor coat,140 days,No,No,No,Yes,No,No,No,No,No,37.8°C,140,Diabetes Mellitus
Cat,Maine Coon,9.2,Female,7.2,itching,red skin,,,28 days,No,No,No,No,No,No,No,No,Yes,38.8°C,130,Skin Allergies
Cat,Siamese,7.4,Male,3.7,difficulty eating,bleeding gums,bad breath,,255 days,No,No,No,No,No,No,No,No,No,38.5°C,148,Dental Disease
Cat,Mixed,5.5,Male,4.8,straining to urinate,lethargy,,,10 days,No,No,No,No,No,No,No,No,No,39.2°C,157,Feline Lower Urinary Tract Disease
Cat,Siamese,1.4,Female,4.0,vomiting,,weakness,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,40.8°C,197,Panleukopenia
Cat,Persian,9.7,Female,5.1,labored breathing,rapid breathing,,,121 days,Yes,No,Yes,No,No,Yes,Yes,No,No,38.6°C,159,Asthma
Cat,Russian Blue,4.8,Female,5.0,frequent urination,urinating outside box,blood in urine,,7 days,No,No,Yes,Yes,No,No,No,No,No,39.2°C,176,Feline Lower Urinary Tract Disease
Cat,Bengal,1.1,Female,4.3,scratching,excessive grooming,,,106 days,No,No,No,No,No,No,No,No,Yes,38.5°C,163,Skin Allergies
Cat,American Shorthair,15.8,Female,4.3,weight loss,,,hyperactivity,187 days,No,No,No,Yes,No,No,No,No,No,39.3°C,189,Hyperthyroidism
Cat,Birman,3.5,Male,4.4,chronic vomiting,gas,,,177 days,No,No,Yes,Yes,Yes,No,No,No,No,38.7°C,161,Inflammatory Bowel Disease
Cat,Birman,8.0,Male,4.4,anemia,,fever,,254 days,Yes,No,Yes,No,No,No,No,Yes,No,39.6°C,200,Feline Leukemia Virus
Cat,Domestic Shorthair,7.5,Female,4.7,frequent urination,crying while urinating,blood in urine,,14 days,No,No,Yes,No,No,No,No,No,No,38.9°C,177,Feline Lower Urinary Tract Disease
Cat,Oriental,6.8,Male,6.2,anemia,poor appetite,,,254 days,No,No,Yes,No,No,Yes,No,No,No,39.2°C,187,Feline Leukemia Virus
Cat,Oriental,3.9,Female,4.4,sneezing,appetite loss,,,6 days,No,No,Yes,No,No,No,No,No,No,40.3°C,154,Upper Respiratory Infection
Cat,Abyssinian,4.9,Male,3.6,difficulty eating,,,difficulty eating,173 days,No,No,Yes,No,No,No,No,No,No,38.4°C,191,Dental Disease
Cat,Sphynx,11.2,Male,4.9,diarrhea,poor coat,,,128 days,No,No,Yes,Yes,Yes,No,No,No,No,37.8°C,143,Inflammatory Bowel Disease
Cat,Abyssinian,15.9,Female,2.3,vomiting,increased thirst,,,230 days,No,No,No,Yes,No,No,No,No,No,38.8°C,215,Hyperthyroidism
Cat,American Shorthair,12.1,Male,5.6,increased appetite,poor coat,,increased thirst,265 days,No,No,No,No,No,Yes,No,No,No,38.5°C,191,Diabetes Mellitus
Cat,British Shorthair,8.0,Female,4.6,licking genitals,,,,8 days,No,No,No,No,No,No,No,No,No,38.9°C,129,Feline Lower Urinary Tract Disease
Cat,Scottish Fold,10.0,Male,4.5,diarrhea,,,,154 days,No,No,Yes,Yes,Yes,No,No,No,No,38.3°C,180,Inflammatory Bowel Disease
Cat,Maine Coon,1.1,Male,7.3,vomiting,,,,5 days,No,Yes,Yes,Yes,Yes,No,No,No,No,40.5°C,225,Panleukopenia
Cat,Maine Coon,10.3,Female,7.2,vomiting,fever,vomiting,,1 days,No,No,Yes,Yes,Yes,No,No,No,No,38.9°C,132,Gastroenteritis
Cat,Persian,5.8,Male,5.1,hair loss,,,,53 days,No,No,Yes,No,No,No,No,No,Yes,38.7°C,196,Skin Allergies
Cat,Siamese,0.6,Female,4.1,severe diarrhea,dehydration,high fever,,5 days,No,No,Yes,Yes,Yes,No,Yes,No,No,41.0°C,236,Panleukopenia
Cat,Ragdoll,11.5,Male,5.9,skin lesions,red skin,,itching,93 days,No,No,No,No,No,No,No,No,Yes,38.3°C,146,Skin Allergies
Cat,Maine Coon,7.3,Male,6.2,diarrhea,,,,6 days,No,No,Yes,Yes,Yes,No,Yes,No,No,39.8°C,166,Gastroenteritis
Cat,Ragdoll,14.1,Male,6.4,weight loss,diarrhea,hyperactivity,,132 days,No,No,Yes,No,Yes,No,Yes,No,Yes,39.3°C,181,Hyperthyroidism
Cat,British Shorthair,10.5,Female,4.8,abdominal pain,fever,,,1 days,No,No,No,Yes,Yes,No,No,No,No,39.2°C,197,Gastroenteritis
Cat,Birman,12.7,Male,3.8,eye discharge,,sneezing,lethargy,12 days,Yes,Yes,No,No,No,Yes,No,No,No,40.2°C,185,Upper Respiratory Infection
Cat,British Shorthair,7.6,Male,5.4,licking genitals,crying while urinating,,frequent urination,10 days,No,No,Yes,Yes,No,No,No,No,No,38.5°C,138,Feline Lower Urinary Tract Disease
Cat,Birman,3.1,Female,6.8,weight loss,lethargy,weight loss,,120 days,Yes,No,Yes,Yes,Yes,No,No,No,No,38.0°C,160,Inflammatory Bowel Disease
Cat,Mixed,9.4,Female,3.5,hyperactivity,,weight loss,diarrhea,72 days,No,No,No,Yes,No,No,No,No,Yes,39.3°C,206,Hyperthyroidism
Cat,British Shorthair,7.5,Male,5.3,nasal discharge,lethargy,,lethargy,13 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,154,Upper Respiratory Infection
Cat,Siamese,4.5,Female,5.1,weight loss,poor coat,,,144 days,No,No,No,Yes,Yes,No,No,No,No,38.7°C,189,Inflammatory Bowel Disease
Cat,American Shorthair,8.0,Female,6.3,vomiting,,,lethargy,3 days,No,No,No,No,Yes,No,No,No,No,38.6°C,153,Gastroenteritis
Cat,Persian,8.0,Male,7.1,scratching,scabs,,,133 days,No,No,No,No,No,No,No,No,Yes,38.1°C,150,Skin Allergies
Cat,Domestic Shorthair,8.9,Male,3.2,increased urination,poor coat,lethargy,,202 days,No,No,No,Yes,No,No,No,No,No,38.7°C,197,Diabetes Mellitus
Cat,Mixed,7.0,Male,4.1,infections,fever,fever,,87 days,Yes,No,Yes,Yes,No,No,No,No,No,39.8°C,194,Feline Leukemia Virus
Cat,Siamese,6.9,Male,5.0,pawing at mouth,,,,186 days,No,No,Yes,No,No,No,No,No,No,38.3°C,146,Dental Disease
Cat,British Shorthair,7.0,Male,4.6,weight loss,weakness,lethargy,lethargy,113 days,No,No,No,Yes,No,No,No,No,No,38.0°C,198,Diabetes Mellitus
Cat,Russian Blue,5.0,Male,4.5,sneezing,lethargy,,,6 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,175,Upper Respiratory Infection
Cat,Abyssinian,8.8,Male,3.6,eye discharge,,,,10 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,181,Upper Respiratory Infection
Cat,Oriental,9.5,Female,3.6,chronic vomiting,poor coat,,diarrhea,36 days,No,No,Yes,Yes,Yes,No,No,No,No,38.7°C,173,Inflammatory Bowel Disease
Cat,Bengal,1.2,Male,3.7,hair loss,red skin,,,18 days,Yes,No,No,No,No,No,No,No,Yes,38.4°C,133,Skin Allergies
Cat,Mixed,7.1,Female,3.6,weight loss,bad breath,increased thirst,,63 days,No,No,No,Yes,No,No,Yes,No,No,37.5°C,189,Chronic Kidney Disease
Cat,Oriental,16.3,Female,3.0,weight loss,diarrhea,,,137 days,No,No,No,Yes,Yes,No,Yes,No,No,39.2°C,197,Hyperthyroidism
Cat,Russian Blue,9.6,Male,3.7,increased urination,lethargy,,lethargy,79 days,No,No,No,No,No,No,No,No,No,38.4°C,166,Diabetes Mellitus
Cat,Ragdoll,11.7,Male,5.3,increased urination,,,,43 days,No,No,Yes,No,No,No,No,No,No,38.3°C,121,Chronic Kidney Disease
Cat,Sphynx,13.3,Female,2.9,weight loss,,,,98 days,No,No,No,No,Yes,No,No,No,No,39.3°C,183,Hyperthyroidism
Cat,Mixed,7.8,Male,6.2,weight loss,,,,222 days,Yes,No,Yes,No,Yes,No,Yes,No,No,39.7°C,173,Feline Leukemia Virus
Cat,Russian Blue,5.2,Male,6.1,nasal discharge,,,,10 days,Yes,Yes,Yes,No,Yes,Yes,No,No,No,40.4°C,120,Upper Respiratory Infection
Cat,Bengal,11.9,Male,5.7,diarrhea,dehydration,,,5 days,No,No,No,Yes,No,No,No,No,No,38.7°C,177,Gastroenteritis
Cat,Sphynx,15.0,Male,4.7,hyperactivity,increased thirst,,,358 days,Yes,No,No,Yes,Yes,No,No,No,No,39.4°C,195,Hyperthyroidism
Cat,Bengal,6.2,Female,4.0,weight loss,poor coat,,,156 days,No,No,Yes,Yes,No,No,No,No,No,38.6°C,144,Inflammatory Bowel Disease
Cat,British Shorthair,9.9,Male,4.8,weight loss,,,,153 days,No,No,No,Yes,Yes,No,No,No,No,39.1°C,214,Hyperthyroidism
Cat,Mixed,9.2,Female,6.2,skin lesions,excessive grooming,excessive grooming,,71 days,No,No,No,No,No,No,No,No,Yes,38.7°C,121,Skin Allergies
Cat,Sphynx,8.9,Female,3.1,increased thirst,poor coat,,poor coat,283 days,No,No,No,No,No,No,No,Yes,No,38.6°C,195,Diabetes Mellitus
Cat,Abyssinian,0.2,Male,4.8,lethargy,weakness,,,7 days,No,Yes,Yes,Yes,Yes,No,Yes,No,No,41.3°C,200,Panleukopenia
Cat,Scottish Fold,9.2,Female,3.7,weight loss,poor coat,vomiting,increased thirst,94 days,No,No,No,Yes,Yes,No,No,No,No,39.0°C,217,Hyperthyroidism
Cat,Siamese,3.4,Female,4.9,fever,lethargy,,,8 days,Yes,Yes,Yes,No,No,Yes,Yes,No,No,40.0°C,200,Upper Respiratory Infection
Cat,Birman,0.9,Female,4.2,vomiting,weakness,,,2 days,No,Yes,Yes,Yes,Yes,No,No,No,No,40.2°C,216,Panleukopenia
Cat,Domestic Shorthair,7.5,Female,5.7,scratching,scabs,hair loss,,31 days,No,Yes,No,No,No,No,No,No,Yes,38.0°C,143,Skin Allergies
Cat,Sphynx,8.7,Female,3.3,increased urination,poor appetite,,,80 days,No,No,Yes,Yes,No,No,No,No,No,38.0°C,182,Chronic Kidney Disease
Cat,Oriental,7.7,Male,5.2,licking genitals,urinating outside box,,,7 days,No,No,No,No,Yes,No,No,No,No,38.8°C,199,Feline Lower Urinary Tract Disease
Cat,British Shorthair,2.8,Female,6.3,skin lesions,red skin,,,44 days,No,No,No,No,No,No,No,No,Yes,38.0°C,181,Skin Allergies
Cat,Ragdoll,14.9,Male,5.0,increased urination,lethargy,lethargy,,57 days,No,No,No,No,No,No,No,No,No,38.3°C,172,Diabetes Mellitus
Cat,American Shorthair,3.9,Female,5.6,fever,,,,4 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.5°C,160,Upper Respiratory Infection
Cat,American Shorthair,15.8,Male,3.0,weight loss,poor appetite,,lethargy,121 days,Yes,No,Yes,Yes,No,No,No,No,No,38.1°C,198,Chronic Kidney Disease
Cat,Bengal,9.4,Female,6.3,itching,red skin,itching,,60 days,No,No,No,No,No,No,No,No,Yes,38.2°C,188,Skin Allergies
Cat,Persian,2.3,Male,5.5,fever,appetite loss,,,7 days,Yes,Yes,No,No,No,No,No,No,No,40.1°C,156,Upper Respiratory Infection
Cat,Siamese,5.8,Female,3.1,sneezing,appetite loss,,,6 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.9°C,123,Upper Respiratory Infection
Cat,Abyssinian,0.8,Female,4.3,vomiting,appetite loss,,,2 days,No,No,Yes,Yes,Yes,No,No,No,No,41.0°C,224,Panleukopenia
Cat,Bengal,9.2,Female,5.9,difficulty eating,bleeding gums,weight loss,,131 days,No,No,No,No,No,No,No,No,No,38.6°C,177,Dental Disease
Cat,Sphynx,12.4,Male,5.0,increased urination,bad breath,increased thirst,,102 days,No,No,Yes,Yes,No,No,No,No,No,38.0°C,137,Chronic Kidney Disease
Cat,Russian Blue,4.7,Female,6.0,lethargy,dehydration,fever,,7 days,No,No,No,Yes,Yes,No,No,No,No,39.6°C,185,Gastroenteritis
Cat,Birman,9.0,Male,5.9,blood in urine,lethargy,,,12 days,No,No,Yes,No,No,No,No,No,No,38.8°C,151,Feline Lower Urinary Tract Disease
Cat,Scottish Fold,14.6,Female,4.7,bad breath,,bleeding gums,,169 days,No,No,No,Yes,No,No,No,No,No,38.3°C,160,Dental Disease
Cat,Sphynx,1.5,Female,3.8,infections,,enlarged lymph nodes,,363 days,No,No,Yes,Yes,Yes,Yes,No,No,No,39.6°C,152,Feline Leukemia Virus
Cat,Domestic Shorthair,0.9,Male,5.3,vomiting,,appetite loss,appetite loss,3 days,No,No,Yes,No,Yes,No,No,No,No,40.0°C,182,Panleukopenia
Cat,British Shorthair,11.4,Male,5.3,lethargy,,appetite loss,,6 days,No,No,No,No,Yes,No,No,No,No,38.9°C,176,Gastroenteritis
Cat,Ragdoll,11.3,Male,6.3,increased urination,,,,306 days,No,No,No,No,No,No,No,No,No,38.4°C,181,Diabetes Mellitus
Cat,Domestic Shorthair,7.4,Male,4.6,vomiting,fever,,,6 days,No,No,Yes,Yes,Yes,No,Yes,No,No,39.6°C,140,Gastroenteritis
Cat,Russian Blue,8.4,Female,3.3,diarrhea,gas,lethargy,,163 days,No,No,No,Yes,Yes,No,No,No,No,37.9°C,152,Inflammatory Bowel Disease
